Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"Paris, France",7/5/2017,8.3,Vice Versa, Italy , Metro is not so close as well as the public parking both 10 15 min walking ,59, Hotel is nice with special look rooms nice hammam Wi fi fast I had a very nice massage from a professional lady Justine it is expensive but is suggest to try it ,7.9," Business trip, Solo traveler, Classic Room, Stayed 3 nights ",48.8363819,2.2897793,8.3,0.0,0,0,1,1,0,0,0,0
"London, United Kingdom",8/2/2017,9.0,The Kings Head Hotel, United Kingdom , The location might not be ideal if you re in London for tourism or want to be in Central London But the hotel is accessable through public transport and it takes about 45 minutes to Central London ,86, Spacey and luxuorios room for a reasonable price in London Very comfortable bed and you have everything you need The staff were all very service minded and helpful Nice pub on the ground floor of the hotel ,9.2," Leisure trip, Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device ",51.5079153,-0.2730145,9.0,-0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",7/26/2017,8.2,H tel Etoile Saint Honor by Happyculture, United Arab Emirates ,No Negative,152, Amazing Hotel Very helpful staff I would like to thank George and Mervat from the Reception Team George allowed me to do early check in at 7 AM and next day he upgraded my room without any extra money hotel is closed to Champs lys es street and Arc Triumph ,8.3," Leisure trip, Solo traveler, Classic Double Room, Stayed 5 nights ",48.8756508,2.3041568,8.2,0.0,1,0,1,0,0,0,0,0
"Paris, France",7/26/2017,8.9,Hotel Le petit Paris, United States of America , charges for little things like coffee the meeting rooms downstairs were rather dark and somber ,57, The bed and sheets were clean and comfortable the bathroom was clean and modern ,7.1," Solo traveler, Classic Double Room, Stayed 2 nights ",48.8452789,2.342295,8.9,-0.09999999999999964,0,0,1,0,0,0,0,0
"Paris, France",7/26/2017,6.9,Mercure Paris 19 Philharmonie La Villette, France , Quality of the bread for the breakfast is poor and industrial I have to buy my own baguettes in an artisan bakery in the neighbourhood every morning We missed a proper room service too With at least a short selection of food or snack ,54, As usual amazing view from the suites Good bed and shower ,7.5," Leisure trip, Couple, Privilege Room with 1 Double Bed, Stayed 1 night, Submitted from a mobile device ",48.8886969,2.3945403,6.9,0.5999999999999996,1,1,0,0,0,0,0,0
"Paris, France",8/3/2017,7.1,Royal Garden Champs Elysees, Canada , I was honestly happy with my tray but the checkout could have been faster with just an extra person at the counter,202, Our family apartment was just the right size and space for my family of six I loved the wardrobes and that we had plenty if storage space for our stuff,8.8," Leisure trip, Group, Family Apartment, Stayed 3 nights, Submitted from a mobile device ",48.8757155,2.3038781,7.1,0.20000000000000018,1,0,0,0,1,0,0,0
"Paris, France",8/2/2017,8.7,H tel Brighton Esprit de France, United States of America , The only problem we had was poor wifi reception ,284, The hotel is lovely and the rooms very well appointed and comfortable The location is superb But most of all the staff is excellent helpful friendly accommodating and knowledgeable They make this excellent hotel even better ,9.6," Leisure trip, Couple, Superior Double Room, Stayed 3 nights ",48.8649306,2.3290844,8.7,0.0,1,1,0,0,0,0,0,0
"Paris, France",7/29/2017,8.8,H tel Paris Bastille Boutet MGallery by Sofitel, Singapore , Staff Mediocre Most of them were so immersed in their work most of the time and a smile or acknowledgement came as if out of force I had sought some tourist information from them about tour buses and they provided me with some wrong info that messed up the day Location Not suitable for tourists at all Away from all attractions Train station is a walk away but it takes less than an hour to reach anywhere by it We eventually took uber Food No idea as we never ate there This hotel has no restaurant service and has justa 20 item menu which they provide at sky rocketing prices Breakfast was 25 for continental spread and 30 for American spread and I thought it is better to eat at the neighbouring places Menu itself was so so drab Room Just about ok I had signed up for a room with a pool entrance on bookings com This turned out to be a room behind the so called eating area of the hotel and when I had to draw open the curtains there were people eating outside I wouldn t even trust bookings com now on rooms Toilet Separate toilet and shower area Acceptable in European countries But a toilet with no sink or water facilities in today s age NO NOT ACCEPTABLE ,63, If you are travelling to Paris on business and if that is centered around Bastille area this hotel is the right place to go It is a boutique hotel and all new not run down at all The area has many eating places around it that is the only next bonus I saw in this place ,5.8," Leisure trip, Family with young children, Superior Twin Room with Pool Access, Stayed 2 nights, Submitted from a mobile device ",48.8519215,2.3839993,8.8,0.0,1,0,0,0,0,1,0,0
"London, United Kingdom",8/2/2017,9.2,Montcalm Royal London House City of London, United Kingdom , Bit cleaner in the bedroom but bathroom was spotless Bed seemed twins pushed together,715, Comfortable room with good clean bathroom Central location near Moorgate ,7.5," Leisure trip, Solo traveler, Deluxe Double Room, Stayed 1 night, Submitted from a mobile device ",51.5218066,-0.0856081,9.2,0.0,1,0,1,0,0,0,0,0
"London, United Kingdom",8/2/2017,9.0,Conrad London St James, United Kingdom , No parking facilities but could have opted for valet parking but only if you trust London valet parking ,358, Quality room fittings added to the excellent room finish value for money with additional features such as an expresso maker ,10.0," Leisure trip, Couple, King Deluxe Room, Stayed 1 night, Submitted from a mobile device ",51.4993927,-0.1329128,9.0,0.09999999999999964,1,1,0,0,0,0,0,0
"Paris, France",7/21/2017,8.2,L Edmond H tel, United Arab Emirates , Cleanliness Housekeeping left much to be desired,20, The staff was very friendly Loved the dining space and the one and a half bathrooms Loved the location Amorinos Jeff De Bruges and Monoprix along with a myriad other little fun eateries are right behind,7.5," Leisure trip, Family with young children, Deluxe Double Room, Stayed 6 nights, Submitted from a mobile device ",48.8823111,2.3132374,8.2,0.0,1,0,0,0,0,1,0,0
"Paris, France",8/3/2017,7.2,Novotel Suites Paris Montreuil Vincennes, United Kingdom , Really far away from centre but I suppose that s why it is cheaper than others and travelling about the city is all part of the experience too We stayed on a ground floor room and returned one evening to find two strangers were in the room who promptly jumped out when we walked in Nothing was stolen I think we caught them just in time so it was more a strange experience than a frightening one Paris is not the same as it was just 2 years ago because of the terror threat ,192, Hotel was clean and modern Staff were friendly and helpful Really cheap Only place we had been to on this trip which had its own fridge which was a bonus ,8.8," Leisure trip, Group, Superior Suite with 1 Double Bed and 2 Single Beds, Stayed 3 nights ",48.8554268,2.4152555,7.2,0.39999999999999947,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,9.0,London Marriott Hotel West India Quay, United Kingdom , I asked for accessible rooms as guests were elderly My husband was unable to use the shower in our room as it was over a bath My mother could not work the shower in her room no instructions ,1481, The location was excellent the staff were efficient and curtious ,6.3," Leisure trip, Group, Deluxe King or Twin Room, Stayed 1 night, Submitted from a mobile device ",51.5072713,-0.0211213,9.0,-0.09999999999999964,1,0,0,0,1,0,0,0
"London, United Kingdom",1/5/2016,7.7,London Hilton on Park Lane, United Kingdom , Really didn t like experience at all Extremely overpriced,331, I arrived at reception and there wasn t anyone to greet me for at least 10 mins they offered to upgrade our room but it s didn t seem to be anything spectular We ordered room service the food wasn t really anything too exciting at all The chips were cold I didn t enjoy burger at all We ordered breakfast next day and I ate mine barely but my partner refused after looking at mine Very well travelled and first time at Hilton Safe to say it might be my last,6.3," Leisure trip, Couple, Queen Guestroom, Stayed 1 night, Submitted from a mobile device ",51.5055513,-0.1501698,7.7,0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,7.8,Radisson Blu Portman Hotel London, United Kingdom , we had to upgrade to a business class room as the room you gave us was very basic and only had a very small double bed but business class was excellent with a king sized bed wasupgraded everything was fine,868, everything was fine,9.2," Business trip, Couple, Standard Double Room, Stayed 3 nights ",51.5161911,-0.1579487,7.8,0.10000000000000053,0,1,0,1,0,0,0,0
"Paris, France",7/1/2017,8.8,H tel France d Antin Op ra, Japan , Air condition facility was broken and asked them if I could change my room But they say that night was full so I shoul open the windows and sleep But my room was on 1st floor Can t do that had to sleep in the very very hot room ,30, Room was tidy When I checked out and asked them to send me a tax and when I was waiting for my taxi they brought me a glass of oragne juice and it was very kind indeed ,5.4," Business trip, Solo traveler, Standard Double Room, Stayed 2 nights ",48.8692566,2.3339369,8.8,-0.3000000000000007,0,0,1,1,0,0,0,0
"Paris, France",3/5/2017,9.5,Hotel Stendhal Place Vend me Paris MGallery by Sofitel, Australia , Nothing really I just wish European hotels had laundry facilities and not overpriced offsite services ,29, Great hotel Typical Accor management being part of the Accor group made me stay there ,10.0," Business trip, Family with young children, Classic Room with One Queen Bed, Stayed 9 nights, Submitted from a mobile device ",48.8681455,2.3313064,9.5,-0.6999999999999993,0,0,0,1,0,1,0,0
"Paris, France",7/2/2017,9.1,H tel De Buci by MH, United States of America , Would have liked a slightly bigger fridge to bring in and store waters But not a deal breaker we shifted and made room ,58, The size of room had us feeling like royalty Very spacious for the 3 of us and we did not feel like we were on top of each other Great accommodations in a neighborhood we love from past visits Beds slept well plenty of furnishings towels lotions etc Free wi fi helped us to update on home news mails at the end of each day Sanjay is amazing to work with as always ,10.0," Leisure trip, Family with young children, Suite 2 Adults, Stayed 5 nights ",48.8538752,2.3366123,9.1,-0.1999999999999993,1,0,0,0,0,1,0,0
"Paris, France",8/1/2017,9.2,Hotel Parc Saint Severin Esprit de France, Israel , Too small elevator,162, Great staff fast service very clean good location easy transportation nearby great for my baby they have provided us with both a bath and a crib ,9.2," Leisure trip, Family with young children, Double or Twin Room, Stayed 5 nights ",48.8518584,2.3447798,9.2,-0.09999999999999964,1,0,0,0,0,1,0,0
